id	start_ener	final_ener	rms
7IH	  -80.46	  -93.00	   0.452
86V	  -36.13	  -48.68	   0.452
88W	  -93.48	 -108.76	   0.452
8MR	  -56.99	  -77.78	   0.452
8YJ	  -39.05	  -58.16	   0.452
8ZK	 -126.66	 -144.81	   0.452
9LT	   33.12	   18.31	   0.452
A13	  -59.11	  -63.12	   0.452
AJP	  399.95	  318.53	   0.452
CH7	   -1.41	  -19.19	   0.452
DEB	    3.42	  -15.90	   0.452
DN0	  -17.82	  -32.19	   0.452
E8M	   77.12	   59.88	   0.452
HDT	 -183.34	 -205.95	   0.452
IMJ	  -65.29	  -77.66	   0.452
J6W	   -0.27	   -6.09	   0.452
JNS	  -30.42	  -40.56	   0.452
K0C	  -41.72	  -53.47	   0.452
KBT	  -57.59	  -68.61	   0.452
OJ3	  -53.06	  -65.00	   0.452
QW1	  -67.60	  -80.88	   0.452
R4T	 -139.25	 -193.53	   0.452
TDA	  -28.33	  -44.82	   0.452
WOA	   88.92	   75.84	   0.452
08A	  -15.23	  -40.63	   0.453
09Z	 -256.72	 -266.40	   0.453
0GD	 -129.72	 -137.29	   0.453
0Z3	   -2.51	  -17.22	   0.453
3EK	   -4.04	  -30.78	   0.453
3FO	 -107.69	 -125.72	   0.453
65H	 -160.02	 -173.80	   0.453
6QH	    8.70	   -7.85	   0.453
6SY	 -157.03	 -182.63	   0.453
8QS	  -20.74	  -45.13	   0.453
APG	   -2.79	   -8.19	   0.453
BFX	  -11.46	  -28.29	   0.453
BJ6	   -8.94	  -32.66	   0.453
BLN	  -26.85	  -42.59	   0.453
CQ8	 -225.48	 -236.11	   0.453
CZI	   38.79	   21.03	   0.453
DMG	   -7.46	  -13.59	   0.453
EZ4	   61.24	   34.04	   0.453
G7G	  -44.64	  -71.99	   0.453
IGJ	   -1.05	  -20.98	   0.453
IU5	  -13.45	  -42.50	   0.453
KRP	  -57.45	  -68.43	   0.453
KTP	 -260.96	 -283.41	   0.453
L1S	  -84.87	 -106.28	   0.453
LMP	    7.21	  -26.97	   0.453
MUB	    8.53	   -7.39	   0.453
NBW	   16.58	   -9.04	   0.453
NRV	   41.59	   24.90	   0.453
O36	 -135.65	 -151.28	   0.453
P4A	  -64.82	  -80.64	   0.453
Q5Y	 -189.78	 -213.82	   0.453
TO5	  -96.21	 -112.41	   0.453
Z86	 -143.02	 -179.28	   0.453
0LK	 -206.37	 -236.31	   0.454
0ST	   -7.13	  -23.49	   0.454
1Q5	 -130.73	 -138.93	   0.454
2RF	  -42.14	  -55.19	   0.454
3DN	  -45.72	  -55.18	   0.454
3ED	 -140.57	 -160.90	   0.454
411	 -207.68	 -222.22	   0.454
46U	  -69.89	  -87.06	   0.454
541	   39.92	   19.93	   0.454
59E	   25.55	    7.42	   0.454
5NO	   27.05	   14.65	   0.454
5TQ	  -65.42	  -87.26	   0.454
5V6	  -26.80	  -49.80	   0.454
6W1	    0.39	  -17.09	   0.454
7U6	   38.19	   13.92	   0.454
8OH	 -102.66	 -113.27	   0.454
BOH	    4.34	   -9.22	   0.454
BVX	 -121.14	 -162.78	   0.454
DFN	   -8.72	  -34.22	   0.454
DVD	    2.85	  -22.90	   0.454
DYG	  -62.84	  -85.03	   0.454
ELY	   12.67	    2.38	   0.454
ESK	  -56.79	  -71.85	   0.454
G4T	 -117.80	 -140.06	   0.454
GER	   15.60	    9.01	   0.454
H01	 -184.02	 -249.58	   0.454
KS6	    9.43	  -13.44	   0.454
LID	  -69.17	  -88.22	   0.454
MCP	   23.12	   14.06	   0.454
OQW	 -136.59	 -154.42	   0.454
Q0D	 -181.17	 -196.51	   0.454
Q0E	 -102.35	 -112.02	   0.454
R3P	  -40.84	  -50.38	   0.454
TUJ	 -316.44	 -332.42	   0.454
TX7	   -7.02	  -21.09	   0.454
ULE	   -9.60	  -18.93	   0.454
UQ1	   82.20	   57.90	   0.454
VMS	 -269.30	 -295.12	   0.454
WY4	   58.79	   26.54	   0.454
XOW	 -208.08	 -214.98	   0.454
ZS9	   44.32	   35.08	   0.454
03M	  -38.28	  -48.82	   0.455
0V7	 -114.59	 -118.55	   0.455
2FZ	    5.65	  -16.87	   0.455
2ZL	   29.33	    9.38	   0.455
3X4	  -12.03	  -28.62	   0.455
4EJ	  -48.77	  -64.31	   0.455
4J1	   89.41	   54.58	   0.455
4QJ	 -230.83	 -251.26	   0.455
5AS	 -108.80	 -140.40	   0.455
8BL	   15.16	   -7.10	   0.455
8EP	   60.18	   32.02	   0.455
8JS	 -176.98	 -192.32	   0.455
92L	  -73.56	  -89.44	   0.455
C76	   38.60	   23.14	   0.455
CPI	   25.13	   16.89	   0.455
DH1	 -181.78	 -204.69	   0.455
E9G	   61.66	   49.64	   0.455
ECH	   93.49	   66.71	   0.455
F3G	  -74.05	 -100.99	   0.455
FTR	   16.07	    4.26	   0.455
HKV	    8.95	  -12.27	   0.455
J30	   38.66	   24.50	   0.455
L64	  -80.79	 -114.83	   0.455
LDH	   -3.25	   -9.74	   0.455
MJI	  -76.74	  -93.31	   0.455
NXE	  -28.34	  -35.78	   0.455
PVB	 -161.55	 -180.20	   0.455
R7Q	   15.64	   10.20	   0.455
RG5	   -6.10	  -20.75	   0.455
RIO	  173.55	  141.27	   0.455
SX0	  -19.70	  -40.23	   0.455
TIR	  -88.14	 -105.92	   0.455
UME	  -34.06	  -42.50	   0.455
V72	  -61.91	  -83.34	   0.455
WWH	  -39.77	  -49.48	   0.455
XXT	 6118.69	  166.35	   0.455
YY2	  -16.86	  -25.04	   0.455
19K	  -96.74	 -112.72	   0.456
1WQ	   23.87	   13.05	   0.456
2SY	  -19.25	  -40.16	   0.456
325	 -126.22	 -139.11	   0.456
5AG	  -29.89	  -55.20	   0.456
726	 -247.51	 -272.47	   0.456
8BO	    5.44	  -16.67	   0.456
9N8	    4.76	   -6.64	   0.456
A32	   82.75	   58.40	   0.456
AWR	   18.45	    5.91	   0.456
DJV	   -0.85	  -13.77	   0.456
E6F	  -12.12	  -28.99	   0.456
EDK	  -89.96	 -107.49	   0.456
FTW	   27.16	    4.16	   0.456
G0C	 -266.96	 -296.33	   0.456
I7X	  -42.48	  -57.60	   0.456
INK	  -33.79	  -42.58	   0.456
JS0	   83.73	   68.24	   0.456
K69	  -35.41	  -51.79	   0.456
LC4	  -39.54	  -56.92	   0.456
LXD	   -2.49	  -30.76	   0.456
MU0	  -18.89	  -45.14	   0.456
MWQ	  -60.45	  -75.26	   0.456
O7T	   26.48	   13.22	   0.456
OYD	 -197.92	 -209.72	   0.456
PNM	  -29.41	  -42.99	   0.456
QWT	   23.25	    3.37	   0.456
RTX	   -0.37	   -9.86	   0.456
T00	   31.63	   20.19	   0.456
TNU	  -14.19	  -23.95	   0.456
TY0	   46.44	   37.15	   0.456
XK9	  -32.65	  -58.17	   0.456
0CB	 -404.64	 -427.93	   0.457
1KG	   53.61	   28.09	   0.457
2VG	    8.21	  -13.96	   0.457
4K6	  -52.18	  -64.04	   0.457
4WD	  -42.67	  -52.81	   0.457
5CN	   14.38	   -0.00	   0.457
8Q4	 -119.03	 -134.00	   0.457
9T1	   52.60	   25.15	   0.457
AYX	 -135.50	 -153.90	   0.457
C5W	  -49.42	  -76.64	   0.457
CBP	   38.45	   23.68	   0.457
CQA	 -120.56	 -131.85	   0.457
CTD	  -77.06	  -90.99	   0.457
DN7	  -88.08	  -94.06	   0.457
IY7	  -79.04	 -110.52	   0.457
JVJ	  101.05	   79.68	   0.457
KAE	   41.00	   15.88	   0.457
KFZ	  -50.87	  -67.16	   0.457
LQK	   51.24	  -13.30	   0.457
M94	 -121.74	 -130.22	   0.457
MZF	   43.48	   37.29	   0.457
OKV	   55.75	   39.04	   0.457
PLB	  -90.50	 -106.23	   0.457
QBB	   -3.05	  -10.43	   0.457
SAS	 -319.16	 -339.86	   0.457
T4J	   25.35	   13.01	   0.457
V62	 -212.53	 -228.80	   0.457
XNR	  -69.65	  -91.97	   0.457
YFV	  -56.92	  -74.66	   0.457
ZLH	   -5.11	  -19.28	   0.457
ZY2	   -2.72	  -27.44	   0.457
2C0	  -31.89	  -49.83	   0.458
2HZ	  -39.11	  -58.24	   0.458
43Z	   -5.47	  -21.91	   0.458
54L	  -39.30	  -54.84	   0.458
6Y8	    4.00	  -22.00	   0.458
8YZ	   -2.83	  -22.99	   0.458
9MI	    2.11	   -1.12	   0.458
AG0	  -95.66	 -120.52	   0.458
E8J	  114.77	   87.58	   0.458
H71	  -52.87	  -69.51	   0.458
HDI	  -32.95	  -40.59	   0.458
HS2	   34.03	    9.87	   0.458
KH6	  -19.67	  -46.38	   0.458
KOK	   60.68	   38.81	   0.458
MF9	  -55.00	  -70.45	   0.458
MK9	  -96.24	 -120.24	   0.458
MPE	   14.38	    0.78	   0.458
NP5	  -49.19	  -61.93	   0.458
OBW	  -32.74	  -50.09	   0.458
RQH	   25.27	   16.58	   0.458
SKL	    2.47	   -8.59	   0.458
SSY	   29.07	   21.75	   0.458
V6D	  -84.86	 -100.56	   0.458
VXI	   22.26	    2.05	   0.458
WZX	   70.28	   57.00	   0.458
XU0	  -25.19	  -37.23	   0.458
1SX	  -61.10	  -69.36	   0.459
214	 -274.15	 -303.35	   0.459
2RD	   -0.77	  -10.78	   0.459
59Z	 -222.52	 -246.96	   0.459
6AQ	   10.73	    2.97	   0.459
7SR	  -30.43	  -49.19	   0.459
7XH	 -150.32	 -174.67	   0.459
84S	  -22.24	  -46.47	   0.459
859	 -263.69	 -274.38	   0.459
93C	   32.31	   17.94	   0.459
9WV	  -71.05	  -82.02	   0.459
9ZU	  -66.41	  -85.48	   0.459
AM3	  -52.47	  -70.40	   0.459
BD0	  -98.76	 -120.31	   0.459
CW4	   -0.92	   -9.51	   0.459
DKM	   92.71	   48.25	   0.459
DPH	  -38.07	  -53.62	   0.459
FPX	 -104.04	 -122.75	   0.459
GKN	  -28.40	  -49.55	   0.459
HKP	   -4.68	  -28.34	   0.459
HW5	 -115.96	 -125.88	   0.459
IH5	  -46.55	  -67.36	   0.459
ISM	  -66.39	  -79.44	   0.459
IY6	 -102.28	 -115.44	   0.459
J15	   86.00	   59.49	   0.459
K3D	  -32.54	  -46.73	   0.459
KU8	   36.39	   20.69	   0.459
L6B	  -88.80	  -99.03	   0.459
N9O	 -112.29	 -131.63	   0.459
OK1	    0.25	  -25.39	   0.459
PGY	   11.59	    4.36	   0.459
PZ5	  -47.83	  -60.57	   0.459
QCS	  -51.34	  -60.57	   0.459
QRX	  -17.77	  -33.48	   0.459
SFQ	 -186.34	 -199.84	   0.459
T3T	   25.11	   15.02	   0.459
TG4	  -89.71	 -105.45	   0.459
VED	  -70.95	  -93.17	   0.459
W53	 -126.24	 -141.91	   0.459
XOU	  -94.71	 -110.87	   0.459
XZ1	  -58.65	  -71.97	   0.459
YAG	    2.01	  -11.46	   0.459
0A6	  -22.52	  -38.12	   0.460
2IP	 -446.59	 -474.74	   0.460
4DO	 -108.79	 -128.53	   0.460
4FY	   10.26	  -10.53	   0.460
5FI	   57.38	   38.74	   0.460
61I	  -84.94	 -101.24	   0.460
7HH	  -58.51	  -72.16	   0.460
8UX	  -28.55	  -45.09	   0.460
9D4	  -69.98	  -79.91	   0.460
AKX	   23.03	    0.10	   0.460
CBS	   52.60	   28.65	   0.460
E9C	   63.92	   45.06	   0.460
EYM	   33.43	    7.55	   0.460
GJL	  -16.70	  -32.07	   0.460
H31	   41.93	   30.71	   0.460
HLC	    5.53	  -10.70	   0.460
HLQ	 -187.35	 -195.76	   0.460
IM1	  -86.41	  -97.36	   0.460
J3J	   23.66	   14.87	   0.460
JCP	   33.70	   17.42	   0.460
JZC	  -70.21	  -89.86	   0.460
L8M	  -65.56	  -88.65	   0.460
LHP	    2.10	  -28.99	   0.460
MKZ	   49.72	   26.19	   0.460
MUR	   57.85	   39.07	   0.460
OW2	 -158.32	 -183.83	   0.460
PNX	 -119.89	 -129.00	   0.460
PQI	   62.71	   42.93	   0.460
Q2Q	   49.87	   33.29	   0.460
QM1	  -25.48	  -44.15	   0.460
R34	   -0.82	  -19.75	   0.460
TUE	 -110.98	 -120.60	   0.460
U3I	   -5.00	  -21.31	   0.460
VFG	 -106.64	 -135.23	   0.460
VRX	  -70.64	  -85.54	   0.460
X5P	  -83.92	 -105.21	   0.460
YQR	  -37.13	  -64.03	   0.460
0NV	   16.84	    2.27	   0.461
3ML	  -59.25	  -74.54	   0.461
4A4	   70.97	   43.91	   0.461
4H3	 -198.40	 -215.82	   0.461
4I4	   95.42	  -43.36	   0.461
5WE	 -149.67	 -175.16	   0.461
775	  -96.49	 -120.46	   0.461
882	  -54.73	  -87.63	   0.461
8Q8	   62.82	   45.67	   0.461
B21	   -0.71	  -11.48	   0.461
BY7	 -129.74	 -136.96	   0.461
CJL	 -121.91	 -138.71	   0.461
COG	 -135.70	 -148.69	   0.461
CQ6	  -87.47	  -99.92	   0.461
CVV	    4.66	   -9.21	   0.461
DIW	  -36.01	  -57.47	   0.461
DTW	  109.25	  -35.23	   0.461
E8P	   29.52	    7.36	   0.461
G8K	   65.58	   47.00	   0.461
GOH	   42.94	   24.04	   0.461
HMD	 -105.45	 -125.70	   0.461
HPO	 -274.70	 -288.87	   0.461
KS7	  -79.91	 -103.49	   0.461
LXL	 -112.70	 -128.06	   0.461
MLE	    0.86	   -5.59	   0.461
MRK	 -165.72	 -176.94	   0.461
QLG	  -22.26	  -38.88	   0.461
QVT	   -8.64	  -29.90	   0.461
ROV	  -26.71	  -40.95	   0.461
SC8	  -31.23	  -54.06	   0.461
V8E	   29.05	   11.15	   0.461
YUU	  -25.28	  -53.91	   0.461
18Z	 -246.03	 -265.72	   0.462
2HX	    1.06	  -12.44	   0.462
43P	  -61.26	  -87.45	   0.462
77D	  -54.89	  -72.40	   0.462
9YI	 -120.66	 -138.64	   0.462
AR0	 -126.25	 -152.77	   0.462
CR2	   -5.53	  -21.22	   0.462
F46	  -32.17	  -52.12	   0.462
FM5	 -174.25	 -191.74	   0.462
FM6	 -172.76	 -190.08	   0.462
GUX	   -3.24	  -27.11	   0.462
GYC	   -2.35	  -18.42	   0.462
GZ9	 -143.75	 -159.87	   0.462
H74	  -41.03	  -59.32	   0.462
JLJ	 -142.72	 -155.60	   0.462
K7X	   -0.29	  -19.33	   0.462
LIE	  -54.32	  -72.54	   0.462
NEK	  -57.87	  -76.44	   0.462
NGV	  -59.30	  -81.08	   0.462
NIF	   13.92	   -3.19	   0.462
NKM	  -41.33	  -74.61	   0.462
OCA	  -30.05	  -45.58	   0.462
PXI	   53.84	   32.74	   0.462
QNY	  -97.73	 -117.39	   0.462
R8R	  -49.78	  -76.34	   0.462
U7H	   44.74	   19.22	   0.462
UI9	   20.07	    6.21	   0.462
UIW	 -147.32	 -159.69	   0.462
UMV	 -104.81	 -127.62	   0.462
VEV	   20.37	    9.28	   0.462
XL6	  -19.23	  -39.01	   0.462
Y3A	  -64.88	  -76.17	   0.462
YET	 -145.58	 -168.30	   0.462
16X	   49.68	   35.73	   0.463
1KL	  -41.19	  -63.93	   0.463
1NJ	 -158.20	 -180.08	   0.463
25U	 -149.20	 -155.75	   0.463
2DN	 -198.50	 -222.33	   0.463
39P	 -139.09	 -160.82	   0.463
3UR	   77.19	   58.48	   0.463
4NT	    8.56	   -9.43	   0.463
5QR	  -83.69	  -93.48	   0.463
7J3	    3.48	   -8.69	   0.463
7L7	  -39.31	  -56.45	   0.463
8BM	  -46.54	  -74.33	   0.463
A8T	  -17.64	  -35.36	   0.463
CXW	 -129.52	 -140.36	   0.463
D8M	   12.37	   -3.00	   0.463
DN6	  -12.96	  -22.00	   0.463
DYP	  -57.31	  -73.68	   0.463
E0D	   26.33	   -6.78	   0.463
E41	    0.33	  -22.14	   0.463
EZ7	  116.06	   90.88	   0.463
FXR	 -171.93	 -187.82	   0.463
G65	  -56.47	  -75.04	   0.463
H8W	   -9.38	  -35.95	   0.463
HWG	   43.76	   28.37	   0.463
ITO	 -125.97	 -157.17	   0.463
IY1	    6.55	   -7.16	   0.463
J9K	 -118.37	 -128.00	   0.463
JQ3	  -28.06	  -35.77	   0.463
KY6	   18.04	    4.21	   0.463
L5N	  -95.50	 -106.79	   0.463
O1F	  -61.81	  -75.22	   0.463
P9B	 -127.05	 -145.95	   0.463
P9S	   30.69	   19.38	   0.463
PI3	    7.20	  -11.27	   0.463
QNQ	    8.74	   -2.91	   0.463
QTX	 -117.32	 -135.34	   0.463
S5H	   14.88	  -16.50	   0.463
SAG	  -15.57	  -24.06	   0.463
SQC	  173.15	  158.11	   0.463
UIQ	  -58.52	  -80.31	   0.463
W52	   33.47	   19.73	   0.463
XK7	   -6.13	  -12.03	   0.463
XNI	   16.05	    1.21	   0.463
Y5I	  -47.70	  -71.72	   0.463
071	  -12.23	  -37.70	   0.464
31R	  -95.63	 -117.84	   0.464
8DU	  -69.54	  -87.89	   0.464
CJH	  -67.78	  -79.15	   0.464
DAR	  -75.24	  -83.13	   0.464
E48	 -258.81	 -280.25	   0.464
E9Q	  -74.94	  -88.69	   0.464
ER0	   42.41	   26.39	   0.464
F8I	  -85.13	 -110.44	   0.464
G11	  -74.10	  -82.91	   0.464
GRO	  -38.66	  -53.63	   0.464
JUN	    7.66	   -8.41	   0.464
KHI	  -87.01	 -103.25	   0.464
KL7	 -135.98	 -144.37	   0.464
MFQ	  -74.15	  -88.34	   0.464
NI4	   -8.36	  -23.98	   0.464
O1O	 -154.94	 -174.78	   0.464
O4L	   54.75	   40.43	   0.464
QHW	 -112.04	 -139.79	   0.464
QZD	  -37.12	  -52.70	   0.464
R28	  -54.92	  -85.07	   0.464
S7S	  -82.47	  -92.73	   0.464
S8W	 -194.23	 -213.93	   0.464
TB5	   59.79	   46.13	   0.464
XII	 -124.26	 -140.68	   0.464
ZH0	  -43.14	  -54.62	   0.464
ZYS	 -232.09	 -241.35	   0.464
0B9	  -27.70	  -50.11	   0.465
1YK	   60.34	    7.36	   0.465
2M3	  -59.10	  -78.46	   0.465
2UY	 -248.59	 -267.45	   0.465
3K6	  -70.76	 -102.66	   0.465
4FQ	 -280.04	 -311.39	   0.465
59O	   60.47	   35.38	   0.465
607	 -188.26	 -229.30	   0.465
7Y2	  -57.75	  -70.27	   0.465
91S	   16.69	   -5.66	   0.465
9PR	   31.60	   23.12	   0.465
AC5	   20.09	   11.79	   0.465
BRC	  -33.52	  -50.27	   0.465
DQJ	   20.86	    2.68	   0.465
F47	   55.70	   38.35	   0.465
FVT	   31.05	    8.62	   0.465
G3W	   -8.34	  -14.43	   0.465
HMM	   -3.42	  -13.17	   0.465
HTG	   53.79	   41.51	   0.465
IL8	  115.87	   48.47	   0.465
KVN	   94.84	   78.03	   0.465
N1H	 -155.14	 -186.81	   0.465
N92	 -213.91	 -225.74	   0.465
NVN	  -39.59	  -56.40	   0.465
NXM	    1.65	   -4.28	   0.465
OQ4	  -66.99	  -94.62	   0.465
QZC	  -70.18	  -92.22	   0.465
UOH	  -70.49	  -95.09	   0.465
VAW	   66.66	   39.99	   0.465
VZZ	  -57.27	  -76.05	   0.465
YTZ	 -235.04	 -243.55	   0.465
YW4	  -36.36	  -51.31	   0.465
ZTX	  -83.66	 -107.74	   0.465
0AW	 -162.42	 -173.52	   0.466
32B	 -122.35	 -140.07	   0.466
4L2	   36.73	   24.70	   0.466
721	 -499.14	 -533.94	   0.466
92V	  -23.49	  -44.70	   0.466
981	  -44.65	  -67.03	   0.466
9Z7	   20.11	  -13.46	   0.466
A2K	   23.96	    0.29	   0.466
AEO	  -60.66	  -73.21	   0.466
DV7	  -74.14	  -85.67	   0.466
FMW	  -87.10	 -105.08	   0.466
GXK	  -42.38	  -61.31	   0.466
H86	 -504.87	 -547.09	   0.466
J2H	    6.71	   -8.67	   0.466
KKI	   30.96	   10.58	   0.466
KX9	   -3.80	  -15.63	   0.466
NQY	  -66.14	  -92.85	   0.466
NRP	    0.13	  -20.29	   0.466
OQD	  -89.85	 -107.86	   0.466
OQG	  -90.46	 -107.91	   0.466
PN1	  -11.90	  -26.14	   0.466
QDD	    0.18	  -20.95	   0.466
QTN	  274.05	 -117.06	   0.466
QWR	   -4.55	  -22.93	   0.466
R4Q	  -49.14	  -81.95	   0.466
UOC	   22.67	   18.30	   0.466
V6B	 -203.18	 -225.85	   0.466
V73	    7.18	   -0.10	   0.466
VE6	   22.66	    9.39	   0.466
WWZ	 -142.61	 -157.96	   0.466
X85	 -225.58	 -244.21	   0.466
YIX	  -59.55	  -77.07	   0.466
YVH	 -256.78	 -293.80	   0.466
ZIT	  108.18	   70.49	   0.466
11F	 -153.55	 -161.70	   0.467
2VE	  -50.87	  -77.59	   0.467
50F	 -121.21	 -142.89	   0.467
5LK	   28.55	   10.38	   0.467
6EY	  -88.53	  -99.79	   0.467
6JQ	  -19.44	  -37.03	   0.467
6VY	 -156.46	 -162.77	   0.467
9NM	  -82.15	  -94.04	   0.467
9PJ	    9.40	  -11.05	   0.467
CE9	  127.12	  109.14	   0.467
CXN	  -83.31	  -99.99	   0.467
G8X	   -3.23	  -10.38	   0.467
GFZ	  -48.63	  -61.88	   0.467
GP6	 -134.53	 -142.24	   0.467
H2E	  -18.88	  -41.96	   0.467
HBV	   69.99	   48.79	   0.467
IVU	 -258.38	 -266.62	   0.467
L3A	   10.01	  -16.55	   0.467
LB1	    6.57	  -11.06	   0.467
OEV	   21.45	   10.03	   0.467
QU6	 -112.85	 -131.50	   0.467
TWA	 -207.83	 -226.28	   0.467
UDC	   46.05	   22.62	   0.467
UZK	   14.59	   -1.94	   0.467
XC2	  -10.47	  -30.19	   0.467
XNK	 -202.53	 -210.11	   0.467
YN5	   81.07	   56.87	   0.467
YR1	  -45.25	  -65.97	   0.467
ZUC	   -6.43	  -14.86	   0.467
02U	  -22.95	  -40.51	   0.468
1TU	  -15.62	  -25.80	   0.468
23H	   -5.03	  -23.59	   0.468
3EC	   29.42	   24.39	   0.468
5R8	   29.96	   21.16	   0.468
6MQ	 -285.18	 -301.10	   0.468
752	 -121.60	 -133.78	   0.468
771	 -281.51	 -299.63	   0.468
7C6	  -24.16	  -44.02	   0.468
90Z	  -81.69	 -115.84	   0.468
96M	  -79.13	  -97.60	   0.468
9RB	  -15.09	  -30.19	   0.468
9RR	 -322.70	 -331.96	   0.468
A3W	 -121.82	 -146.53	   0.468
AI1	   40.37	   22.39	   0.468
AMH	    3.80	  -14.17	   0.468
DQF	 -217.13	 -239.58	   0.468
DUO	  138.57	  108.75	   0.468
F1L	  -20.52	  -34.84	   0.468
HS8	   21.18	    6.40	   0.468
ITC	  -29.68	  -51.79	   0.468
IYZ	  -31.14	  -43.63	   0.468
JX9	  -34.48	  -47.90	   0.468
L2I	    4.58	   -2.62	   0.468
LB0	   52.11	   20.67	   0.468
LNT	  -85.03	 -107.80	   0.468
REE	  -16.11	  -33.81	   0.468
TEJ	   24.69	    4.47	   0.468
UIS	  -36.92	  -45.62	   0.468
UXM	 -163.67	 -184.67	   0.468
V05	   27.18	   10.94	   0.468
VRU	  -65.77	  -86.24	   0.468
VY1	 -187.38	 -228.11	   0.468
WD2	   10.99	    0.13	   0.468
WXH	  -43.51	  -65.53	   0.468
X2L	  -31.32	  -45.90	   0.468
2BB	   52.24	   32.98	   0.469
2FR	 -167.27	 -179.14	   0.469
2K8	 -201.62	 -219.96	   0.469
2W8	  -24.56	  -44.75	   0.469
44A	  -41.60	  -57.92	   0.469
4DQ	 -115.46	 -135.31	   0.469
4P3	  -14.40	  -32.61	   0.469
8FX	  -24.33	  -45.98	   0.469
95A	   46.64	   11.16	   0.469
BX5	   48.75	   30.22	   0.469
C1W	 -185.53	 -201.03	   0.469
C8A	 -374.79	 -401.26	   0.469
CRB	 -190.98	 -205.52	   0.469
DL6	   32.94	   19.11	   0.469
F1I	  -53.48	  -67.38	   0.469
HTA	   -8.27	  -23.17	   0.469
HU6	  -35.92	  -47.35	   0.469
IOI	 -110.70	 -140.33	   0.469
IV7	  -35.56	  -57.90	   0.469
K09	   -6.46	  -19.46	   0.469
LTY	  -56.68	  -82.34	   0.469
O1W	  -48.01	  -80.62	   0.469
OZT	  -66.31	  -73.89	   0.469
P59	  -48.54	  -59.99	   0.469
QDC	   -5.33	  -21.52	   0.469
QKQ	  -21.82	  -33.01	   0.469
QMI	 -100.00	 -115.59	   0.469
R4V	  -89.61	 -104.25	   0.469
R6B	  -85.50	  -97.31	   0.469
TEB	  -11.58	  -50.74	   0.469
U0W	   -3.52	  -12.21	   0.469
UIM	  -65.52	  -84.35	   0.469
VHB	 -170.16	 -192.97	   0.469
XAT	   20.89	  -17.49	   0.469
Z4X	   17.38	    7.05	   0.469
279	  -89.10	 -107.70	   0.470
37W	 -110.06	 -134.89	   0.470
404	  -51.23	  -66.45	   0.470
4PO	    0.63	  -12.90	   0.470
5AK	  -25.85	  -53.17	   0.470
5PQ	  -56.31	  -83.70	   0.470
5X6	    4.78	  -16.63	   0.470
6B0	    2.99	   -1.55	   0.470
6KV	 -103.42	 -120.56	   0.470
74H	   76.64	   50.69	   0.470
7D6	  -16.64	  -35.11	   0.470
8VE	   18.42	    1.91	   0.470
94I	 -219.29	 -243.98	   0.470
9JN	  -45.26	  -63.57	   0.470
9JS	 -180.30	 -201.20	   0.470
BMS	  -46.69	  -60.24	   0.470
CHO	  -44.77	  -63.39	   0.470
E0J	   -7.88	  -15.30	   0.470
GRH	 -119.59	 -138.22	   0.470
I08	  -25.85	  -41.76	   0.470
KGD	   48.03	   25.84	   0.470
KGO	  -14.82	  -41.01	   0.470
KZY	    0.76	  -16.03	   0.470
MI4	   14.40	   -4.03	   0.470
P6M	 -129.79	 -144.36	   0.470
Q03	  -90.63	 -108.16	   0.470
Q3Y	   28.43	    9.80	   0.470
R8I	    8.30	   -5.10	   0.470
RGD	   66.09	   22.92	   0.470
TJ1	  -37.28	  -41.96	   0.470
UX5	 -150.11	 -179.29	   0.470
VOP	  -96.92	 -122.49	   0.470
VYY	 -346.11	 -361.95	   0.470
WDZ	   -7.63	  -15.28	   0.470
YPM	   28.79	   10.23	   0.470
YTU	 -148.54	 -171.46	   0.470
0DX	  -10.97	  -46.05	   0.471
0X2	 -139.45	 -145.94	   0.471
0XE	  -16.18	  -46.04	   0.471
1J4	  -34.99	  -63.46	   0.471
31V	  -39.01	  -57.53	   0.471
373	  -22.39	  -36.40	   0.471
5HI	  -61.95	  -88.31	   0.471
6DT	 -108.27	 -123.24	   0.471
6JE	    8.70	   -4.90	   0.471
6V3	   -3.33	  -26.07	   0.471
7ZA	 -102.22	 -123.37	   0.471
9P4	 -109.16	 -117.97	   0.471
AWD	   10.98	   -2.33	   0.471
CZO	  -67.39	  -89.85	   0.471
HQI	    2.77	   -7.66	   0.471
IN1	   25.38	    3.64	   0.471
ISF	  -25.06	  -45.54	   0.471
J6H	  -86.30	 -102.67	   0.471
K0B	    9.80	  -15.38	   0.471
K6K	   13.16	  -15.53	   0.471
LAF	   -6.97	  -26.39	   0.471
LFG	  -39.34	  -48.08	   0.471
LNR	   -0.71	   -8.18	   0.471
LT4	   -0.71	   -8.18	   0.471
MKR	  103.20	   79.49	   0.471
NJ4	  -44.43	  -61.58	   0.471
NUD	 -270.91	 -288.57	   0.471
TPN	 -141.90	 -156.31	   0.471
UX4	  -84.19	 -110.41	   0.471
WFP	   -2.97	  -12.50	   0.471
XMQ	  -49.59	  -70.52	   0.471
ZHO	   13.16	  -13.15	   0.471
2XJ	 -159.28	 -174.53	   0.472
31A	 -113.48	 -123.15	   0.472
5N6	   63.77	   37.33	   0.472
A8V	  -21.47	  -28.20	   0.472
B6C	  -11.25	  -28.51	   0.472
B78	  -34.62	  -41.21	   0.472
E9Y	  -75.49	  -90.19	   0.472
EO2	    4.78	   -0.71	   0.472
G3Q	  -46.54	  -58.51	   0.472
